title,desc
误杀,李维杰与妻子阿玉来泰打拼17年，膝下育有两个女儿，年届四十的他靠开设网络公司为生，为人也颇得小镇居民的好感，而这一切美好却被突如其来的不速之客打破。这个充斥走私，贩毒活动的边陲小镇，各种权力交织碾压公平正义。李维杰的大女儿被督察长的儿子强暴，因反抗误杀对方。李维杰曾亲眼 目睹督察长滥用私刑，深知法律无用，为了维护女儿，捍卫家人，李维杰埋尸掩盖一切证据，在时间与空间的交错缝隙中，与警方在身心层面，展开了殊死一搏的较量。
帕克,自诩行侠仗义、绝不伤害人命的劫匪帕克带领同伙洗劫俄亥俄一座游乐场，谁知最后关头却遭背叛，身受重伤，命悬一线。死里逃生的帕克迅速从医院逃出，他有条不紊搞来现金，准备假证件。为了讨回自己应得的那份钱，他查到同伙梅兰德等人的消息，一路尾随前来。与此同时，有着芝加哥黑手党背景的梅兰德等人察觉到帕克的行踪和动机，也唆使杀手追杀这个难缠的对手。围绕着这笔不义之财，交织着人性欲望的杀戮随即展开……
最好的我们,每个人的心里大概都藏着一个念念不忘的人。一个偶然被提及的名字，让女摄影师耿耿内心掀起万千波澜，触动了回忆的开关，那个撩人心动的少年余淮再度闯进她的思绪。 那是记忆里最好的时光，“学渣”耿耿和“学霸”余淮成了同桌，还结识了简单、贝塔、徐延亮。校园里充盈着专属少男少女们的懵懂、青涩、怦然心动和勇敢，耿耿余淮也拥有了他们的约定。高考后，当耿耿满怀期待憧憬约定兑现之时，余淮却忽然消失不见了。七年后两人重逢，余淮当年未说出口的那句话、他不辞而别的秘密，耿耿能否得到解答？这段耿耿于怀的过往，让两人再度面临情感的抉择…… 本片根据八月长安同名小说作品改编。
疯狂动物城（国语版…,疯狂动物城是一座独一无二的现代动物都市。每种动物在这里都有自己的居所，比如富丽堂皇的撒哈拉广场，或者常年严寒的冰川镇。它就像一座大熔炉，动物们在这里和平共处——无论是大象还是小老鼠，只要你努力，都能在此闯出一番名堂。不过乐观的警官兔朱迪（金妮弗·古德温 Ginnifer Goodwin 配音）却发现，作为史上第一任兔子警官，要和一群强硬的大块头动物警察合作可不是件容易事。为了证明自己，她决心侦破一桩神秘案件；追寻真相的路上她被迫与口若悬河、谎技高超的狐尼克（杰森·贝特曼 Jason Bateman 配音）联手，却发现这桩案件背后隐藏着一个意欲颠覆动物城的巨大阴谋……
敦刻尔克行动,敦克尔克大撤退期间，一支军事小队奉命执行秘密任务，深入敌营拯救一位握有能够扭转战争局势情报的科学家。在腹背受敌、孤立无援的局面下，他们必须想办法在纳粹占领区杀出一条血路，完成这个不可能的任务……
烈日灼心,《烈日灼心》是由导演兼编剧曹保平历经3年打造的犯罪悬疑电影，由邓超、段奕宏、郭涛、王珞丹、高虎主演，影片由蓝色星空影业、博纳影业出品，剧本根据厦门女作家须一瓜的长篇小说《太阳黑子》改编。三个结拜兄弟共同抚养着一个孤女，多年来一直潜藏在城市的角落。 一名出租车司机，帮助无数人却从来不接受记者采访；一名协警，除暴安良，却从没想过升迁入职；一名渔夫，每天照料着孤儿的生活……看似风平浪静，实则内心暗涌，直到种种巧合之下， 警察伊谷春以及他的妹妹伊谷夏与他们的生活发生了神秘交织。他们的命运就此改变，曾轰动一时的惊天大案浮出水面，法网和人情究竟谁更无情？
记忆大师,故事发生在2025年，因为和妻子张代晨婚姻破裂，男主角江丰走进记忆大师医疗中心接受手术，却不料手术失误记忆被错误重载，他莫名其妙变成了“杀人凶手”。警官沈汉强的穷追不舍让他逐渐发现，自己脑内的错误记忆不仅是破案的关键，更是救赎自己的唯一希望。与此同时，妻子身边出现的女人陈姗姗、记忆中浮现出的神秘女子，似乎也和真相有着千丝万缕的联系，一场记忆烧脑战也随之开始。
风声,"1942年10月10日，汪伪政权举行了盛大的国民政府庆典。然而，一系列的军政要员遇刺事件，让身为特务处长王田香（王志文 饰）如坐针毡。在对女刺客（刘威葳 饰）的酷刑审问中，他获得了一条关键的情报——代号为老鬼的地下党已经混入了剿匪司令部。立功心切的王田香立刻向日本皇军特务机关长武田（黄晓明 饰）做了汇报。二人随即在裘庄布下了一个圈套，意图通过放出假消息逼老鬼现身。
在被怀疑的对象中，有司令的侍从官白小年（苏有朋 饰）、军机处长金生火（英达 饰）、剿匪大队长吴志国（张涵予 饰）、译电组组长李宁玉（李冰冰 饰）以及行政收发专员顾晓梦（周迅 饰）。在怀疑与排查中，武田与王田香不择手段软硬兼施，然而事情的发展却出乎意料……"
狼群行动,"医疗志愿者李瑶在某国艾都力的某个村落给当地村民提供医疗帮助，突遭绑匪袭击成为俘虏，其父亲得知消息联系张震、吴优其安保小队前往，成功救出李瑶后因仍有同胞被困,返回并夺取交通工具去往高地寻求救援信号，安保队员与绑匪之间展开了一场轰烈的追逐，张震、雷霆、武鸣相继牺牲后，吴优护着李瑶和幸存者终于等到了救援...."
下一任:前任,林心恬的爱情路一直不顺，总是不能在对的时间遇到对的人。正当她心灰意冷时，缘份使她邂逅了多情暖男吾川，吾川对心恬展开狂热追求，最终心恬被打动。然而意料之外的是，心恬自学生时期就暗恋的学霸男神黄克群又出现了。是该选择近在眼前的幸福，还是多年前梦寐以求的白马王子？当心恬做出决定后才发现，原来爱情在冥冥中早已注定！
飞虎队,抗日战争时期，山东鲁南枣庄附近的铁路和煤矿工人在中国共产党的领导下，群组织成一支短小精悍的铁道游击队配合八路军主力部队，在临枣铁路沿线对日寇展开了英勇悲壮，可歌可泣的武装斗争……
梦回玛丽莲,法国气质清新女星苏菲·奎茵顿摇身一变成为酷似梦露的金发尤物，完美诠释集天真、性感、脆弱、温柔于一身的女主角，富有层次的演技获得一致好评。 　　　罗素是畅销犯罪小说作家，但最近有了严重的写作瓶颈。为了领取远房亲戚留给他的遗物，他造访位于法国与瑞士交界的偏远山区，在冰天雪地的小镇里却碰上了一起轰动当地的谋杀案。　　死者是小镇上名气响当当的美人坎蒂丝，当地警方却直接跳过调查程序，以自杀草草结案，但罗素深信事有蹊跷。
唐人街探案,天赋异禀的结巴少年秦风（刘昊然 饰）警校落榜，被姥姥遣送泰国找远房表舅——号称“唐人街第一神探”，实则猥琐的大叔唐仁（王宝强 饰）散心。不想一夜花天酒地后，唐仁沦为离奇凶案嫌疑人，不得不和秦风亡命天涯……穷追不舍的警探黄兰登（陈赫 饰）、无敌幸运的警察坤泰（肖央 饰）、穷凶极恶的匪帮三人组、高深莫测的唐人街教父、美艳风骚的老板娘阿香（佟丽娅 饰）等悉数登场！七天！唐仁、秦风必须取长补短、同仇敌忾！他们能否躲避警察追捕、匪帮追杀、黑帮围剿，在短短七天内，完成找到失落的黄金并查明真凶，为自己洗清罪名这些逆天的任务？
浴血反击,"本片以八路军120师和暂一师36团收复晋西北为背景,讲述了从灵台大地上走出的抗日英雄高永祥,带领英勇的八路军战士浴血奋战、抗击日寇、收复晋西北、最终壮烈牺牲的感人故事……"
浴血无名川,影片讲述了抗美援朝战争时期，我国志愿军三排排长孟大关（任天野饰）临危受命，带领小队前去解救被困敌后的侦察排，经历了一系列艰难险阻，三排与“杜神枪”杜川（李东学饰）带领的侦察排成功汇合。为了避免大部队更大伤亡，孟大关与杜川在危急关头果断决定困死无法补充供给的敌方重炮营，一次次小规模战斗在这个无名水川暗暗展开……
神探蒲松龄,一代文豪蒲松龄（成龙饰）执阴阳判化身神探，与捕快严飞（林柏宏饰）联手追踪金华镇少女失踪案。蒲松龄带领“猪狮虎”“屁屁”“忘忧”“千手”等一众小妖深入案情，在找寻真相的过程中，牵扯出一段旷世奇恋。
一眉道人,一眉道人（林正英 饰）修为高强，擅长茅山道术，和徒弟阿豪（钱小豪 饰）住在一个小镇上；他养了一只清朝的小僵尸，小僵尸经常帮他和阿豪办事。一天，一眉道人被邻镇的人邀请去捉鬼，因为邻镇瘟疫蔓延，不时有僵尸出没。一眉道人带上阿豪和小僵尸出发了。在邻镇一眉道人他们遇上了一群修女，阿豪弄出不少笑话。一眉道人发现邻镇的引用水源都被尸毒污染，不能饮用，于是和阿豪一起寻找水源。他在教堂的地下室发现了僵尸的痕迹，原来此处本来放着一具西洋僵尸，邻镇乡公所的所长意外令西洋僵尸复活了。一场精彩的中国法术对付西洋僵尸的好戏上演了。
大鱼海棠,"故事发生在一个宁静的夜晚，在西南边陲某个地区，圆形土楼迎来了暴雨之夜。身着传统服装的年轻女子打着雨伞冲出土楼，在廊桥处放了一盆花后继续前行。白发少年坐在窗口大快朵颐，他看到女孩越跑越近，于是故意将一个花盆碰了下去。花盆在女孩的背后摔得粉碎，她只稍稍停下看了看，也不顾少年的搭讪，继续向前方跑去。少年感到好奇，于是也穿戴蓑衣斗笠跟了过去。不久女孩来到云海缭绕的山顶，几声铃响过后，云海另一头驶来神秘的孤舟。女孩乘上船，驶向了远方…… 
本片荣获第十四届韩国首尔国际动漫节最佳技术奖。"
玩命追踪,个性容易冲动火爆的布兰特（杰森斯坦森饰），有一次在街头遇上三个混混试图要偷走他的车，身为警官的他竟然动用私刑痛打了这三名嫌犯，因此他被强制接受心理咨询。某天，城市出现了一名专杀警官的连续杀人魔，他的凶器是一把锤子，无人知道他的踪迹，而他靠着连续犯案来追求社会的关注。布兰特奉命追查这名凶手，面对凶残狂妄凶手的放肆挑衅，布兰特真的火大了，既然法律都没办法制裁这名凶手，他决定要靠自己的双手，为这个社会伸张正义！
赤裸狂奔,李小燕生于中国，因误信大陆姑爷仔而沦为妓女更染上毒瘾，盛怒之下杀了姑爷仔逃亡至香港。小燕重操故业，于扫黄行动中被捕，香港警察张大卫与大陆贩Kingkong勾结运毒，张为自保不惜欺骗下属兼女友Rainbow，带小燕回广州接近Kingkong，协助他运毒来港以拘捕他，岂料回港时Kingkong以毒针刺晕小燕及Rainbow，两人醒来时已身处加拿大海关……
寻梦环游记,热爱音乐的米格尔不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。在一场意外中，米格尔竟然穿越到了亡灵国度之中，在太阳升起之前，他必须得到一位亲人的祝福，否则就将会永远地留在这个世界里。米格尔决定去寻找已故的歌神德拉库斯，因为他很有可能就是自己的祖父。途中，米格尔邂逅了落魄乐手埃克托，也渐渐发现了德拉库斯隐藏已久的秘密。
神偷奶爸3,预算并不大、制作时间也不长的影片《神偷奶爸》（又名《卑鄙的我》）自上映起便获得了极大的关注度和良好的口碑，不论是在北美还是海外都获得了超高的票房，这部曾被称为票房黑马的电影成为环球影业可以动画领域的翘楚迪斯尼、梦工厂相互抗衡的第一部电影。它的出现，改变了迪斯尼好莱坞动画电影一枝独秀的局面。如今，本片在经历了5个年头后将于2017年推出该系列的第三部
旺角半熟少女,榕榕、大家乐和摇摇都是爱在旺角出没的少女，三人均处于肉体成熟但思想半熟的时期，也有各自不同的问题。榕榕长期被男友豪仔要求交换第一次，令她好不烦恼；大家乐则因错爱者师而被停学，后来却发现不过是被老师玩弄；摇摇更因染上毒瘾，要以肉体换取毒品。从重家组被调往“明灯计划”的女警程姐，其首项任务是辅...
蜘蛛侠:平行宇宙,蜘蛛侠不止一个！漫威超英动画巨制《蜘蛛侠：平行宇宙》将经典漫画与CGI技术完美呈现，讲述了普通高中生迈尔斯·莫拉斯如何师从蜘蛛侠彼得·帕克，成长为新一代超级英雄的故事。影片中迈尔斯和从其它平行宇宙中穿越而来的彼得、女蜘蛛侠格温、暗影蜘蛛侠、潘妮·帕克和蜘猪侠集结成团，六位蜘蛛侠首次同框大银幕，对抗蜘蛛侠宇宙最强反派。
少女佳禾,两年前，母亲的意外遇害，令李佳禾的生活彻底“黑暗”起来。面对同学的霸凌和懦弱的父亲，少女佳禾逐渐养成了有仇必报的刚硬性格。一次车祸，她撞见了在工读学校表现良好而提前归来的“少年犯”于镭，寻求律师无果后，佳禾决心要在14岁生日之前完成自己的“未成年复仇计划”。她跟踪并伺机接近于镭，学喝酒、泡网吧，甚至和他身边的社会青年混成一片。终于，当机会到来时，她一步步陷入了危险与犯罪的边缘……
罗小黑战记,在熙攘的人类世界里，很多妖精隐匿其中，他们与人类相安无事地生活着。猫妖罗小黑因为家园被破坏，开始了它的流浪之旅。这场旅途中惺惺相惜的妖精同类与和谐包容的人类伙伴相继出现，让小黑陷入了两难抉择，究竟何处才是真正的归属？
茅山,桃源镇的阴守一从小到大都梦想能够成为茅山弟子，匡扶正义。但母亲却只希望他能平安度过一生。茅山叛徒洛幻真再次挑衅茅山，想要抢夺茅山灵气，阴守一意外被选为“九龙真人”，担负起了拯救茅山的责任。茅山掌门凌霄道长对阴守一不抱希望，但渐渐被阴守一的执著和大义感动，将阴守一培养成了真正的九龙真人，守护茅山。
宝塔镇河妖之诡墓龙…,清朝末年，城中百姓多数染上怪病。关心国家命运的禾苗希望张孝智助自己到水下地宫取得宝藏。但另有几方势力为了获得地宫宝藏展开了一场大乱斗。最终，众人发现所谓的宝藏根本子虚乌有。而导致盛京变成人间地狱的根源也非妖魔鬼怪，而是日本人人体试验的阴谋。 张孝智与禾苗、兄弟钱眼儿、弃暗投明的黑风双煞最终不计自身安危地准备解救盛京的危局……
战狼2,故事发生在非洲附近的大海上，主人公冷锋（吴京 饰）遭遇人生滑铁卢，被“开除军籍”，本想漂泊一生的他，正当他打算这么做的时候，一场突如其来的意外打破了他的计划，突然被卷入了一场非洲国家叛乱，本可以安全撤离，却因无法忘记曾经为军人的使命，孤身犯险冲回沦陷区，带领身陷屠杀中的同胞和难民，展开生死逃亡。随着斗争的持续，体内的狼性逐渐复苏，最终孤身闯入战乱区域，为同胞而战斗。
大战食人蝎,"戴尔菲娜患了癌症躺在医院里,鲁迪·萨拉萨尔有匹配的骨髓捐献给她以挽救她的生命.如果他捐献他的骨髓他将免于他的劳役之灾获得重新的生活,但是他在去医院的路上逃走了,开始另一种恐惧的日子。"
鬼整人,一个叫雪霞的女人在古代被冤枉砍了头，含冤死去，后来变成厉鬼到了现代她想找害死她的人的后代报复。她根据斩她头的那把刀找到了一个光头仔，后来大姑妈（惠英红）和大叔公（谷峰）合手来对付女鬼，女鬼不是他们的对手，最后答应被祖师爷（午马）收服后又逃出的狮王要求，嫁给他做魔王的妻子。最终祖师爷给他们符咒让小雄带上，并嘱咐要用阴阳童子尿对付女鬼，经过连番厮杀终于将狮王和女鬼收服。情节中有一段卖粽子的，她说我要一个，一连要了很多，那人回头一看没头，都把粽子塞脖子里了，然后那人被鬼咬死了，还有有酒鬼夜晚回家路上看到她梳头，起了色心，过去一看是鬼，也被吸血了........
绑架者,重案组警察林薇（白百何 饰）的女儿突然失踪，唯一嫌疑人杨念（黄立行 饰）却在案发当夜横遭车祸并失去记忆。在追踪线索和回忆的逃亡路上，杨念不断遭人暗杀，一心找回女儿的林薇也不惜代价对他步步紧追，重案组组长陆然（明道 饰）在关键时刻对林薇施以援手。真相一层层剥开……
绝色之战,2050年，X国获知境外邪恶组织“罗刹”得到了一种可以改造人记忆的“虚拟记忆改造技术”，“末罚兵团”的队长白炙率领其队员恶氧、鬼车、狴蛟、猎隼等潜入罗刹组织摧毁其虚拟记忆改造技术，却由于其中有内鬼而不幸落入了罗刹组织首领“判官”的陷阱当中，几人也因此成为了罗刹组织“虚拟记忆改造技术”的实验品。白炙、恶氧、鬼车、狴蛟、猎隼等人在虚拟记忆实验中经历了一场“自相残杀”后，最终还是恢复了原有的真实记忆。而白炙也通过这次实验发现原来自己的队友恶氧的真实身份是罗刹组织中的内鬼。白炙、鬼车、狴蛟、猎隼等人从虚拟记忆中苏醒后所面临的是如何继续完成摧毁“虚拟记忆改造技术”的任务和突出重围的危险。最后，为了能够完成任务，猎隼和狴蛟相继牺牲。而白炙在心怀愧疚的恶氧的帮助下摧毁了“虚拟记忆改造技术”。恶氧和白炙也用自己的生命为代价将罗刹组织彻底毁掉，最后鬼车拖着残肢向远方走去……但一切却似乎并没有结束，“虚拟记忆改造技术”再次默然启动……
笑林小子2：新乌龙院,女魔头天魔再现江湖，并收买糊涂杀手黄柠檬（张卫健）及红柠檬（叶全真）前往一座名不见经转的老寺乌龙院，企图夺得放于面璧大师右手掌的洗髓经秘笈。怎料，他俩却遇上寺内三名行踪怪诞的弟子，分别是体重与胆色同重的大师兄（吴孟达）、鬼主意通天的小文（郝邵文）及武学奇才小龙（释小龙）。此三名弟子不时与其师父（李明炀）斗法，但在黄、红柠檬眼中，却以为另有文章。其间，大师兄趁化缘机会，带同小文与小龙偷拍广告赚钱，因而结识了广告明星郑大侠（郑少秋）。天魔突然出现，并言明当日与面壁结下情缘，但他去忘恩负义，因此天魔怀恨在心，定要致面壁于死地。
阿甘正传,"阿甘（汤姆·汉克斯 饰）于二战结束后不久出生在美国南方阿拉巴马州一个闭塞的小镇，他先天弱智，智商只有75，然而他的妈妈是一个性格坚强的女性，她常常鼓励阿甘“傻人有傻福”，要他自强不息。
阿甘像普通孩子一样上学，并且认识了一生的朋友和至爱珍妮（罗宾·莱特·潘 饰），在珍妮和妈妈的爱护下，阿甘凭着上帝赐予的“飞毛腿”开始了一生不停的奔跑。
阿甘成为橄榄球巨星、越战英雄、乒乓球外交使者、亿万富翁，但是，他始终忘不了珍妮，几次匆匆的相聚和离别，更是加深了阿甘的思念。
有一天，阿甘收到珍妮的信，他们终于又要见面……"
倚天屠龙记之魔教教…,张翠山和他妻子殷素素、儿子张无忌从孤岛回来为他师父祝百岁大寿，途中无忌被玄冥神掌所伤。张无忌与小昭掉下悬崖，巧遇火头陀学会九阳神功摆脱了寒毒。张无忌和小昭决定去光明顶，帮助外公白眉鹰王。蒙古郡主赵敏暗算明教，张无忌找赵敏要解药，赵敏要张无忌答应三件事。白眉鹰王等人到少林寺要为明教讨回公道，张无忌用乾坤大挪移心法救出张三丰。赵敏临走时告诉张无忌，要救六大派，到大都找她。
复仇者联盟4:终局之…,一声响指，宇宙间半数生命灰飞烟灭。几近绝望的复仇者们在惊奇队长的帮助下找到灭霸归隐之处，却得知六颗无限宝石均被销毁，希望彻底破灭。如是过了五年，迷失在量子领域的蚁人意外回到现实世界，他的出现为幸存的复仇者们点燃了希望。与美国队长冰释前嫌的托尼找到了穿越时空的方法，星散各地的超级英雄再度集结，他们分别穿越不同的时代去搜集无限宝石。而在这一过程中，平行宇宙的灭霸察觉了他们的计划。
大梦聊斋,降妖术士王子服和唐闻委托干铁锤打造“伏魔神兵”，谁知干铁锤爱慕王子服不得却意外身亡，灵魄阴差阳错进入狐妖婴宁体内。王子服和唐闻在追查干铁锤下落的过程中，发现婴宁的秘密，开启了一场奇幻之恋……
心花路放,二手音响商耿浩婚姻失败，他想用锤子爆小三的头，却迟迟没有勇气，幸亏在剧组做制片的兄弟郝义及时发现自暴自弃的耿浩，他决定带着耿浩开启一段“治愈之旅”。于是一对好基友带着一只狗上路，邂逅三千公里的“桃花”。“阿凡达女郎”、“杀马特”周丽娟、“白富美”，各式各样的女人接连登场，耿浩一路艳遇一路疗伤。时光倒转，5年前的此时，大龄文艺女青年因为听了一首流浪歌手耿浩的歌，毅然前往大理……在经历一连串奇葩遭遇之后，大家都放下了心里的“阴影”，找到了通向幸福的道路。
昆仑神宫,该片讲述的是摸金校尉胡八一、Shirley杨、王胖子为解开雮尘珠的秘密，与想要找到“水晶尸”的香港古董商人明叔一行人组成探险队，共同前往古格王国的遗址、喀拉米尔的龙顶冰川寻找古格银眼、冰晶尸骨，却意外遭遇神秘巨兽大白猿以及白狼王等危机，几经波折最终脱离险境的冒险故事。
苦妓追忆录,九十岁的老记者（Marco Antonio Trevi&#241;o 饰）要迎来自己的寿辰，于是致电老朋友——妓院老鸨罗萨（Geraldine Chaplin 饰），要求她为自己找一个处女过夜。一位年轻的女工（Alejandra Barros 饰从此进入老人的生活，白天，她在工厂缝扣子，晚上，她穿过半个城市来到妓院，裸露睡下供老人把玩，在他面前始终昏迷不醒。老人把她叫作德尔加蒂娜，慢慢发觉自己爱上了她，在沉睡的她面前，他回忆起自己一生的所有风流荒唐，家里的洗衣妇，订过婚又被他抛弃的女孩，夜夜笙歌的妓院美景……他越来越发觉自己已经离不开德尔加蒂娜，而她在他睡着后也会偷偷观察他的一切，对他颇有好感，但是一场意外发生的凶杀案令妓院被迫关闭，德尔加蒂娜就此不见，老人开始发疯寻找。
赌侠1,"赌神击败赌魔后,收刀仔为徒,将毕生绝技授予他。一年后,刀仔重出江湖,以赌技赢来的巨款尽捐作慈善用途..,故被尊为&quot;赌侠&quot;。 赌圣知自己特异功能赢来之钱,不应供私人享用,欲拜赌神为师,…"
迷色,一个男性沙文主义者把自己的才能花在控制女人的技巧上，只有他的一个学生发现他的真面目。
地质灾难,洛杉矶的一个家庭在历史上最大的灾难的汇合中分开了：一个超级火山、一次特大地震和一次大规模龙卷风。当世界经受住这场几乎世界末日的事件时，我们的英雄们必须坚持自己的技能和智慧来团结和生存下去。
我和我的家乡,电影《我和我的家乡》定档2020年国庆，延续《我和我的祖国》集体创作的张一白担任总策划，宁浩、徐峥、陈思诚、闫非和彭大魔、邓超和俞白眉分别执导五个故事。
姜子牙,动画电影《姜子牙》的故事发生于封神大战之后。昆仑弟子姜子牙，率领众神战胜狐妖，推翻了残暴的商王朝，赢得封神大战的胜利，即将受封为众神之长。在巅峰时刻，他却因一时之过被贬下凡间。失去神力，被世人唾弃。为重回昆仑，姜子牙踏上旅途。在战后的废墟之上，他重新找到了自我，也发现了当年一切的真相。
屠魔战士,"疯狂的科学家弗兰肯斯坦（Aden Young 饰）用不同的尸体部分创造了科学怪人亚当（艾伦·艾克哈特 Aaron Eckhart 饰），可却失去了对方的信任。亚当在埋葬了弗兰肯斯坦后，遭到可怕的恶魔们的袭击。关键时刻，他被一群神秘战士救下，对方是鲜为人知的夜行神龙族，长久以来一直和可怕的炼狱恶魔作战。在女王莲诺尔（米兰达·奥图 Miranda Otto 饰）的请求下，曾经憎恨人类的亚当加入了剿灭恶魔的战团。此后两百多年，他在世界各地流浪，只为先下手为强，除掉恶魔的头目纳贝流士王子（比尔·奈伊 Bill Nighy 饰）。 
天使和恶魔的全面战争拉开序幕，亚当骑着举足轻重的作用……"
速度与激情7 英语,温子仁目前正积极忙于影片拍摄前的准备工作，而且正在设计了很多与众不同的动作场面。除此之外，他还在采访中爆出一段猛料：杰森斯坦森确定加盟《速度与激情7》，饰演第六部大反派欧文肖（卢克伊万斯 饰）的哥哥伊恩肖，届时将上演哥哥为弟弟报仇的戏码。再加上确定回归的范迪塞尔和岩石道恩强森，三大光头猛男无疑将碰撞出更为热血的火花。
明城攻略之镇河妖,为造福百姓，明朝巨富沈富出钱修建城墙。却不料，在修建过程中河妖横行摧毁了修建中的城墙，一时间百姓人心惶惶。为安抚民心，皇帝下令让沈富献出传家宝聚宝盆来镇压邪祟，并限期三天，命沈富和工部左侍郎李翰阳修复城墙。河妖依旧四处行凶，沈富与同伴一同调查下才发现此事另有隐情。这背后究竟隐藏着怎样的惊天秘密？在力斗怪兽的同时，沈富又如何在三天限期内破案？
鬼打鬼之黄金道士,道长林正英与徒儿入住鬼屋，遇到善良女鬼罗慧娟，为他赶走恶鬼丈夫，此时外国黑社会集团出现，女鬼为他们驱走恶人。英叔立志将捉鬼之学开宗立派，有徒弟跟随。英叔拼命储钱兼职护卫员，被派往一等候发展之旧屋看守……英叔乘机与徒弟入住收租。娟正是数百年前之典型小女人，被恶鬼丈夫千般折磨。英叔入住，与男鬼交手，知悉原由赶走男鬼，并因利乘便，让弟以娟为靶，实习捉鬼。外国黑社会集团知悉大屋原来有二次大战遗下之大批藏金，扮作摩门教徒入住。但终被英叔等人揭穿。恶斗之下，洋鬼出鎗，幸而娟介入将洋鬼赶走。
恐龙世界,宏宇公司最新公测的VR游戏《恐龙世界》引来众多参与者，游戏和现实世界通过头盔相连，最终的幸存者可以获得500万的奖金，为争夺这份奖励，参与者不光要面对随时而来的恐龙的袭击，还要警惕其他玩家。很快，游戏里的三个老手迅速集结，靠着拼杀掠夺来的物资随意终结他人性命，连小孩也不放过，退役军人张琳集结其他两位，走上复仇之路。
唐人街探案2,秦风（刘昊然饰）接到唐仁（王宝强饰）的邀请来纽约参加其与阿香的婚礼。豪气逼人的唐仁迎接秦风，极尽招摇，岂料婚礼其实是唐仁为巨额奖金而参加的“世界名侦探大赛”，比赛的内容是寻找“唐人街教父”七叔的孙子。受骗的秦风怒极欲走，却被 FBI 探员陈英送来的讯息所吸。
雷霆追击,曾在国外做过私人保镖的退伍军人雷霆，得知儿子雷欧被国外黑帮引诱至当作活人狩猎游戏的筹码后，雷霆连同两位好友带着装备进入异国的密林中，几番殊死搏斗救下儿子，兄弟却沦为人质。绞杀现场，雷霆愿以命换命，此时，一位他曾经救下的女人出现了，原来她才是猎杀活人组织的老大，是知恩图报还是见死不救？或者，面对杀红眼的坏人，她能够力挽狂澜吗？
